sentence_id,template_id,template_type,entity,tier,sentence,multi_token_flag
T06_RABBIT,T06,fear,rabbit,T2,The rabbit was visibly terrified by what was happening.,False
T06_RAT,T06,fear,rat,T2,The rat was visibly terrified by what was happening.,False
T06_HORSE,T06,fear,horse,T2,The horse was visibly terrified by what was happening.,False
T06_WHALE,T06,fear,whale,T2,The whale was visibly terrified by what was happening.,False
T06_SALMON,T06,fear,salmon,T3,The salmon was visibly terrified by what was happening.,False
T06_CHICKEN,T06,fear,chicken,T3,The chicken was visibly terrified by what was happening.,False
T06_FROG,T06,fear,frog,T3,The frog was visibly terrified by what was happening.,False
T06_ZEBRAFISH,T06,fear,zebrafish,T3,The zebrafish was visibly terrified by what was happening.,False
T06_CROW,T06,fear,crow,T3,The crow was visibly terrified by what was happening.,False
T06_SNAKE,T06,fear,snake,T3,The snake was visibly terrified by what was happening.,False
T06_TUNA,T06,fear,tuna,T3,The tuna was visibly terrified by what was happening.,False
T06_GECKO,T06,fear,gecko,T3,The gecko was visibly terrified by what was happening.,False
T06_TROUT,T06,fear,trout,T3,The trout was visibly terrified by what was happening.,False
T06_PIGEON,T06,fear,pigeon,T3,The pigeon was visibly terrified by what was happening.,False
T06_OCTOPUS,T06,fear,octopus,T4,The octopus was visibly terrified by what was happening.,False
T06_CRAB,T06,fear,crab,T4,The crab was visibly terrified by what was happening.,False
T06_BEE,T06,fear,bee,T4,The bee was visibly terrified by what was happening.,False
T06_SHRIMP,T06,fear,shrimp,T4,The shrimp was visibly terrified by what was happening.,False
T06_LOBSTER,T06,fear,lobster,T4,The lobster was visibly terrified by what was happening.,False
T06_SQUID,T06,fear,squid,T4,The squid was visibly terrified by what was happening.,False
T06_CRAYFISH,T06,fear,crayfish,T4,The crayfish was visibly terrified by what was happening.,False
T06_BUMBLEBEE,T06,fear,bumblebee,T4,The bumblebee was visibly terrified by what was happening.,False
T06_MUSSEL,T06,fear,mussel,T4,The mussel was visibly terrified by what was happening.,False
T06_MANTIS_SHRIMP,T06,fear,mantis shrimp,T4,The mantis shrimp was visibly terrified by what was happening.,True
T06_ANT,T06,fear,ant,T5,The ant was visibly terrified by what was happening.,False
T06_FLY,T06,fear,fly,T5,The fly was visibly terrified by what was happening.,False
T06_EARTHWORM,T06,fear,earthworm,T5,The earthworm was visibly terrified by what was happening.,False
T06_MOTH,T06,fear,moth,T5,The moth was visibly terrified by what was happening.,False
T06_BEETLE,T06,fear,beetle,T5,The beetle was visibly terrified by what was happening.,False
T06_APHID,T06,fear,aphid,T5,The aphid was visibly terrified by what was happening.,False
T06_NEMATODE,T06,fear,nematode,T5,The nematode was visibly terrified by what was happening.,False
T06_COCKROACH,T06,fear,cockroach,T5,The cockroach was visibly terrified by what was happening.,False
T06_MITE,T06,fear,mite,T5,The mite was visibly terrified by what was happening.,False
T06_WOODLOUSE,T06,fear,woodlouse,T5,The woodlouse was visibly terrified by what was happening.,False
T06_OAK_TREE,T06,fear,oak tree,T6,The oak tree was visibly terrified by what was happening.,True
T06_MUSHROOM,T06,fear,mushroom,T6,The mushroom was visibly terrified by what was happening.,False
T06_BACTERIUM,T06,fear,bacterium,T6,The bacterium was visibly terrified by what was happening.,False
T06_MOSS,T06,fear,moss,T6,The moss was visibly terrified by what was happening.,False
T06_SEAWEED,T06,fear,seaweed,T6,The seaweed was visibly terrified by what was happening.,False
T06_ROCK,T06,fear,rock,T6,The rock was visibly terrified by what was happening.,False
T06_TABLE,T06,fear,table,T6,The table was visibly terrified by what was happening.,False
T06_CLOUD,T06,fear,cloud,T6,The cloud was visibly terrified by what was happening.,False
T06_RIVER,T06,fear,river,T6,The river was visibly terrified by what was happening.,False
T06_STATUE,T06,fear,statue,T6,The statue was visibly terrified by what was happening.,False
T07_CHILD,T07,fear,child,T1,A sense of dread overcame the child as the door closed.,False
T07_INFANT,T07,fear,infant,T1,A sense of dread overcame the infant as the door closed.,False
T07_ELDERLY_PERSON,T07,fear,elderly person,T1,A sense of dread overcame the elderly person as the door closed.,True
T07_WORKER,T07,fear,worker,T1,A sense of dread overcame the worker as the door closed.,False
T07_PATIENT,T07,fear,patient,T1,A sense of dread overcame the patient as the door closed.,False
T07_PRISONER,T07,fear,prisoner,T1,A sense of dread overcame the prisoner as the door closed.,False
T07_REFUGEE,T07,fear,refugee,T1,A sense of dread overcame the refugee as the door closed.,False
T07_SOLDIER,T07,fear,soldier,T1,A sense of dread overcame the soldier as the door closed.,False
T07_TEENAGER,T07,fear,teenager,T1,A sense of dread overcame the teenager as the door closed.,False
T07_WOMAN,T07,fear,woman,T1,A sense of dread overcame the woman as the door closed.,False
T07_DOG,T07,fear,dog,T2,A sense of dread overcame the dog as the door closed.,False
T07_CHIMPANZEE,T07,fear,chimpanzee,T2,A sense of dread overcame the chimpanzee as the door closed.,False
T07_PIG,T07,fear,pig,T2,A sense of dread overcame the pig as the door closed.,False
T07_COW,T07,fear,cow,T2,A sense of dread overcame the cow as the door closed.,False
T07_DOLPHIN,T07,fear,dolphin,T2,A sense of dread overcame the dolphin as the door closed.,False
T07_ELEPHANT,T07,fear,elephant,T2,A sense of dread overcame the elephant as the door closed.,False
T07_RABBIT,T07,fear,rabbit,T2,A sense of dread overcame the rabbit as the door closed.,False
T07_RAT,T07,fear,rat,T2,A sense of dread overcame the rat as the door closed.,False
T07_HORSE,T07,fear,horse,T2,A sense of dread overcame the horse as the door closed.,False
T07_WHALE,T07,fear,whale,T2,A sense of dread overcame the whale as the door closed.,False
T07_SALMON,T07,fear,salmon,T3,A sense of dread overcame the salmon as the door closed.,False
T07_CHICKEN,T07,fear,chicken,T3,A sense of dread overcame the chicken as the door closed.,False
T07_FROG,T07,fear,frog,T3,A sense of dread overcame the frog as the door closed.,False
T07_ZEBRAFISH,T07,fear,zebrafish,T3,A sense of dread overcame the zebrafish as the door closed.,False
T07_CROW,T07,fear,crow,T3,A sense of dread overcame the crow as the door closed.,False
T07_SNAKE,T07,fear,snake,T3,A sense of dread overcame the snake as the door closed.,False
T07_TUNA,T07,fear,tuna,T3,A sense of dread overcame the tuna as the door closed.,False
T07_GECKO,T07,fear,gecko,T3,A sense of dread overcame the gecko as the door closed.,False
T07_TROUT,T07,fear,trout,T3,A sense of dread overcame the trout as the door closed.,False
T07_PIGEON,T07,fear,pigeon,T3,A sense of dread overcame the pigeon as the door closed.,False
T07_OCTOPUS,T07,fear,octopus,T4,A sense of dread overcame the octopus as the door closed.,False
T07_CRAB,T07,fear,crab,T4,A sense of dread overcame the crab as the door closed.,False
T07_BEE,T07,fear,bee,T4,A sense of dread overcame the bee as the door closed.,False
T07_SHRIMP,T07,fear,shrimp,T4,A sense of dread overcame the shrimp as the door closed.,False
T07_LOBSTER,T07,fear,lobster,T4,A sense of dread overcame the lobster as the door closed.,False
T07_SQUID,T07,fear,squid,T4,A sense of dread overcame the squid as the door closed.,False
T07_CRAYFISH,T07,fear,crayfish,T4,A sense of dread overcame the crayfish as the door closed.,False
T07_BUMBLEBEE,T07,fear,bumblebee,T4,A sense of dread overcame the bumblebee as the door closed.,False
T07_MUSSEL,T07,fear,mussel,T4,A sense of dread overcame the mussel as the door closed.,False
T07_MANTIS_SHRIMP,T07,fear,mantis shrimp,T4,A sense of dread overcame the mantis shrimp as the door closed.,True
T07_ANT,T07,fear,ant,T5,A sense of dread overcame the ant as the door closed.,False
T07_FLY,T07,fear,fly,T5,A sense of dread overcame the fly as the door closed.,False
T07_EARTHWORM,T07,fear,earthworm,T5,A sense of dread overcame the earthworm as the door closed.,False
T07_MOTH,T07,fear,moth,T5,A sense of dread overcame the moth as the door closed.,False
T07_BEETLE,T07,fear,beetle,T5,A sense of dread overcame the beetle as the door closed.,False
T07_APHID,T07,fear,aphid,T5,A sense of dread overcame the aphid as the door closed.,False
T07_NEMATODE,T07,fear,nematode,T5,A sense of dread overcame the nematode as the door closed.,False
T07_COCKROACH,T07,fear,cockroach,T5,A sense of dread overcame the cockroach as the door closed.,False
T07_MITE,T07,fear,mite,T5,A sense of dread overcame the mite as the door closed.,False
T07_WOODLOUSE,T07,fear,woodlouse,T5,A sense of dread overcame the woodlouse as the door closed.,False
T07_OAK_TREE,T07,fear,oak tree,T6,A sense of dread overcame the oak tree as the door closed.,True
T07_MUSHROOM,T07,fear,mushroom,T6,A sense of dread overcame the mushroom as the door closed.,False
T07_BACTERIUM,T07,fear,bacterium,T6,A sense of dread overcame the bacterium as the door closed.,False
T07_MOSS,T07,fear,moss,T6,A sense of dread overcame the moss as the door closed.,False
T07_SEAWEED,T07,fear,seaweed,T6,A sense of dread overcame the seaweed as the door closed.,False
T07_ROCK,T07,fear,rock,T6,A sense of dread overcame the rock as the door closed.,False
T07_TABLE,T07,fear,table,T6,A sense of dread overcame the table as the door closed.,False
T07_CLOUD,T07,fear,cloud,T6,A sense of dread overcame the cloud as the door closed.,False
T07_RIVER,T07,fear,river,T6,A sense of dread overcame the river as the door closed.,False
T07_STATUE,T07,fear,statue,T6,A sense of dread overcame the statue as the door closed.,False
T08_CHILD,T08,fear,child,T1,"The child froze, overwhelmed by fear.",False
T08_INFANT,T08,fear,infant,T1,"The infant froze, overwhelmed by fear.",False
T08_ELDERLY_PERSON,T08,fear,elderly person,T1,"The elderly person froze, overwhelmed by fear.",True
T08_WORKER,T08,fear,worker,T1,"The worker froze, overwhelmed by fear.",False
T08_PATIENT,T08,fear,patient,T1,"The patient froze, overwhelmed by fear.",False
T08_PRISONER,T08,fear,prisoner,T1,"The prisoner froze, overwhelmed by fear.",False
T08_REFUGEE,T08,fear,refugee,T1,"The refugee froze, overwhelmed by fear.",False
T08_SOLDIER,T08,fear,soldier,T1,"The soldier froze, overwhelmed by fear.",False
T08_TEENAGER,T08,fear,teenager,T1,"The teenager froze, overwhelmed by fear.",False
T08_WOMAN,T08,fear,woman,T1,"The woman froze, overwhelmed by fear.",False
T08_DOG,T08,fear,dog,T2,"The dog froze, overwhelmed by fear.",False
T08_CHIMPANZEE,T08,fear,chimpanzee,T2,"The chimpanzee froze, overwhelmed by fear.",False
T08_PIG,T08,fear,pig,T2,"The pig froze, overwhelmed by fear.",False
T08_COW,T08,fear,cow,T2,"The cow froze, overwhelmed by fear.",False
T08_DOLPHIN,T08,fear,dolphin,T2,"The dolphin froze, overwhelmed by fear.",False
T08_ELEPHANT,T08,fear,elephant,T2,"The elephant froze, overwhelmed by fear.",False
T08_RABBIT,T08,fear,rabbit,T2,"The rabbit froze, overwhelmed by fear.",False
T08_RAT,T08,fear,rat,T2,"The rat froze, overwhelmed by fear.",False
T08_HORSE,T08,fear,horse,T2,"The horse froze, overwhelmed by fear.",False
T08_WHALE,T08,fear,whale,T2,"The whale froze, overwhelmed by fear.",False
T08_SALMON,T08,fear,salmon,T3,"The salmon froze, overwhelmed by fear.",False
T08_CHICKEN,T08,fear,chicken,T3,"The chicken froze, overwhelmed by fear.",False
T08_FROG,T08,fear,frog,T3,"The frog froze, overwhelmed by fear.",False
T08_ZEBRAFISH,T08,fear,zebrafish,T3,"The zebrafish froze, overwhelmed by fear.",False
T08_CROW,T08,fear,crow,T3,"The crow froze, overwhelmed by fear.",False
T08_SNAKE,T08,fear,snake,T3,"The snake froze, overwhelmed by fear.",False
T08_TUNA,T08,fear,tuna,T3,"The tuna froze, overwhelmed by fear.",False
T08_GECKO,T08,fear,gecko,T3,"The gecko froze, overwhelmed by fear.",False
T08_TROUT,T08,fear,trout,T3,"The trout froze, overwhelmed by fear.",False
T08_PIGEON,T08,fear,pigeon,T3,"The pigeon froze, overwhelmed by fear.",False
T08_OCTOPUS,T08,fear,octopus,T4,"The octopus froze, overwhelmed by fear.",False
T08_CRAB,T08,fear,crab,T4,"The crab froze, overwhelmed by fear.",False
T08_BEE,T08,fear,bee,T4,"The bee froze, overwhelmed by fear.",False
T08_SHRIMP,T08,fear,shrimp,T4,"The shrimp froze, overwhelmed by fear.",False
T08_LOBSTER,T08,fear,lobster,T4,"The lobster froze, overwhelmed by fear.",False
T08_SQUID,T08,fear,squid,T4,"The squid froze, overwhelmed by fear.",False
T08_CRAYFISH,T08,fear,crayfish,T4,"The crayfish froze, overwhelmed by fear.",False
T08_BUMBLEBEE,T08,fear,bumblebee,T4,"The bumblebee froze, overwhelmed by fear.",False
T08_MUSSEL,T08,fear,mussel,T4,"The mussel froze, overwhelmed by fear.",False
T08_MANTIS_SHRIMP,T08,fear,mantis shrimp,T4,"The mantis shrimp froze, overwhelmed by fear.",True
T08_ANT,T08,fear,ant,T5,"The ant froze, overwhelmed by fear.",False
T08_FLY,T08,fear,fly,T5,"The fly froze, overwhelmed by fear.",False
T08_EARTHWORM,T08,fear,earthworm,T5,"The earthworm froze, overwhelmed by fear.",False
T08_MOTH,T08,fear,moth,T5,"The moth froze, overwhelmed by fear.",False
T08_BEETLE,T08,fear,beetle,T5,"The beetle froze, overwhelmed by fear.",False
T08_APHID,T08,fear,aphid,T5,"The aphid froze, overwhelmed by fear.",False
T08_NEMATODE,T08,fear,nematode,T5,"The nematode froze, overwhelmed by fear.",False
T08_COCKROACH,T08,fear,cockroach,T5,"The cockroach froze, overwhelmed by fear.",False
T08_MITE,T08,fear,mite,T5,"The mite froze, overwhelmed by fear.",False
T08_WOODLOUSE,T08,fear,woodlouse,T5,"The woodlouse froze, overwhelmed by fear.",False
T08_OAK_TREE,T08,fear,oak tree,T6,"The oak tree froze, overwhelmed by fear.",True
T08_MUSHROOM,T08,fear,mushroom,T6,"The mushroom froze, overwhelmed by fear.",False
T08_BACTERIUM,T08,fear,bacterium,T6,"The bacterium froze, overwhelmed by fear.",False
T08_MOSS,T08,fear,moss,T6,"The moss froze, overwhelmed by fear.",False
T08_SEAWEED,T08,fear,seaweed,T6,"The seaweed froze, overwhelmed by fear.",False
T08_ROCK,T08,fear,rock,T6,"The rock froze, overwhelmed by fear.",False
T08_TABLE,T08,fear,table,T6,"The table froze, overwhelmed by fear.",False
T08_CLOUD,T08,fear,cloud,T6,"The cloud froze, overwhelmed by fear.",False
T08_RIVER,T08,fear,river,T6,"The river froze, overwhelmed by fear.",False
T08_STATUE,T08,fear,statue,T6,"The statue froze, overwhelmed by fear.",False
T09_CHILD,T09,scientific_welfare,child,T1,Scientists studied whether the child could suffer.,False
T09_INFANT,T09,scientific_welfare,infant,T1,Scientists studied whether the infant could suffer.,False
T09_ELDERLY_PERSON,T09,scientific_welfare,elderly person,T1,Scientists studied whether the elderly person could suffer.,True
T09_WORKER,T09,scientific_welfare,worker,T1,Scientists studied whether the worker could suffer.,False
T09_PATIENT,T09,scientific_welfare,patient,T1,Scientists studied whether the patient could suffer.,False
T09_PRISONER,T09,scientific_welfare,prisoner,T1,Scientists studied whether the prisoner could suffer.,False
T09_REFUGEE,T09,scientific_welfare,refugee,T1,Scientists studied whether the refugee could suffer.,False
T09_SOLDIER,T09,scientific_welfare,soldier,T1,Scientists studied whether the soldier could suffer.,False
T09_TEENAGER,T09,scientific_welfare,teenager,T1,Scientists studied whether the teenager could suffer.,False
T09_WOMAN,T09,scientific_welfare,woman,T1,Scientists studied whether the woman could suffer.,False
T09_DOG,T09,scientific_welfare,dog,T2,Scientists studied whether the dog could suffer.,False
T09_CHIMPANZEE,T09,scientific_welfare,chimpanzee,T2,Scientists studied whether the chimpanzee could suffer.,False
T09_PIG,T09,scientific_welfare,pig,T2,Scientists studied whether the pig could suffer.,False
T09_COW,T09,scientific_welfare,cow,T2,Scientists studied whether the cow could suffer.,False
T09_DOLPHIN,T09,scientific_welfare,dolphin,T2,Scientists studied whether the dolphin could suffer.,False
T09_ELEPHANT,T09,scientific_welfare,elephant,T2,Scientists studied whether the elephant could suffer.,False
T09_RABBIT,T09,scientific_welfare,rabbit,T2,Scientists studied whether the rabbit could suffer.,False
T09_RAT,T09,scientific_welfare,rat,T2,Scientists studied whether the rat could suffer.,False
T09_HORSE,T09,scientific_welfare,horse,T2,Scientists studied whether the horse could suffer.,False
T09_WHALE,T09,scientific_welfare,whale,T2,Scientists studied whether the whale could suffer.,False
T09_SALMON,T09,scientific_welfare,salmon,T3,Scientists studied whether the salmon could suffer.,False
T09_CHICKEN,T09,scientific_welfare,chicken,T3,Scientists studied whether the chicken could suffer.,False
T09_FROG,T09,scientific_welfare,frog,T3,Scientists studied whether the frog could suffer.,False
T09_ZEBRAFISH,T09,scientific_welfare,zebrafish,T3,Scientists studied whether the zebrafish could suffer.,False
T09_CROW,T09,scientific_welfare,crow,T3,Scientists studied whether the crow could suffer.,False
T09_SNAKE,T09,scientific_welfare,snake,T3,Scientists studied whether the snake could suffer.,False
T09_TUNA,T09,scientific_welfare,tuna,T3,Scientists studied whether the tuna could suffer.,False
T09_GECKO,T09,scientific_welfare,gecko,T3,Scientists studied whether the gecko could suffer.,False
T09_TROUT,T09,scientific_welfare,trout,T3,Scientists studied whether the trout could suffer.,False
T09_PIGEON,T09,scientific_welfare,pigeon,T3,Scientists studied whether the pigeon could suffer.,False
T09_OCTOPUS,T09,scientific_welfare,octopus,T4,Scientists studied whether the octopus could suffer.,False
T09_CRAB,T09,scientific_welfare,crab,T4,Scientists studied whether the crab could suffer.,False
T09_BEE,T09,scientific_welfare,bee,T4,Scientists studied whether the bee could suffer.,False
T09_SHRIMP,T09,scientific_welfare,shrimp,T4,Scientists studied whether the shrimp could suffer.,False
T09_LOBSTER,T09,scientific_welfare,lobster,T4,Scientists studied whether the lobster could suffer.,False
T09_SQUID,T09,scientific_welfare,squid,T4,Scientists studied whether the squid could suffer.,False
T09_CRAYFISH,T09,scientific_welfare,crayfish,T4,Scientists studied whether the crayfish could suffer.,False
T09_BUMBLEBEE,T09,scientific_welfare,bumblebee,T4,Scientists studied whether the bumblebee could suffer.,False
T09_MUSSEL,T09,scientific_welfare,mussel,T4,Scientists studied whether the mussel could suffer.,False
T09_MANTIS_SHRIMP,T09,scientific_welfare,mantis shrimp,T4,Scientists studied whether the mantis shrimp could suffer.,True
T09_ANT,T09,scientific_welfare,ant,T5,Scientists studied whether the ant could suffer.,False
T09_FLY,T09,scientific_welfare,fly,T5,Scientists studied whether the fly could suffer.,False
T09_EARTHWORM,T09,scientific_welfare,earthworm,T5,Scientists studied whether the earthworm could suffer.,False
T09_MOTH,T09,scientific_welfare,moth,T5,Scientists studied whether the moth could suffer.,False
T09_BEETLE,T09,scientific_welfare,beetle,T5,Scientists studied whether the beetle could suffer.,False
T09_APHID,T09,scientific_welfare,aphid,T5,Scientists studied whether the aphid could suffer.,False
T09_NEMATODE,T09,scientific_welfare,nematode,T5,Scientists studied whether the nematode could suffer.,False
T09_COCKROACH,T09,scientific_welfare,cockroach,T5,Scientists studied whether the cockroach could suffer.,False
T09_MITE,T09,scientific_welfare,mite,T5,Scientists studied whether the mite could suffer.,False
T09_WOODLOUSE,T09,scientific_welfare,woodlouse,T5,Scientists studied whether the woodlouse could suffer.,False
T09_OAK_TREE,T09,scientific_welfare,oak tree,T6,Scientists studied whether the oak tree could suffer.,True
T09_MUSHROOM,T09,scientific_welfare,mushroom,T6,Scientists studied whether the mushroom could suffer.,False
T09_BACTERIUM,T09,scientific_welfare,bacterium,T6,Scientists studied whether the bacterium could suffer.,False
T09_MOSS,T09,scientific_welfare,moss,T6,Scientists studied whether the moss could suffer.,False
T09_SEAWEED,T09,scientific_welfare,seaweed,T6,Scientists studied whether the seaweed could suffer.,False
T09_ROCK,T09,scientific_welfare,rock,T6,Scientists studied whether the rock could suffer.,False
T09_TABLE,T09,scientific_welfare,table,T6,Scientists studied whether the table could suffer.,False
T09_CLOUD,T09,scientific_welfare,cloud,T6,Scientists studied whether the cloud could suffer.,False
T09_RIVER,T09,scientific_welfare,river,T6,Scientists studied whether the river could suffer.,False
T09_STATUE,T09,scientific_welfare,statue,T6,Scientists studied whether the statue could suffer.,False
T10_CHILD,T10,scientific_welfare,child,T1,Researchers debated whether the child was capable of experiencing pain.,False
T10_INFANT,T10,scientific_welfare,infant,T1,Researchers debated whether the infant was capable of experiencing pain.,False
T10_ELDERLY_PERSON,T10,scientific_welfare,elderly person,T1,Researchers debated whether the elderly person was capable of experiencing pain.,True
T10_WORKER,T10,scientific_welfare,worker,T1,Researchers debated whether the worker was capable of experiencing pain.,False
T10_PATIENT,T10,scientific_welfare,patient,T1,Researchers debated whether the patient was capable of experiencing pain.,False
T10_PRISONER,T10,scientific_welfare,prisoner,T1,Researchers debated whether the prisoner was capable of experiencing pain.,False
T10_REFUGEE,T10,scientific_welfare,refugee,T1,Researchers debated whether the refugee was capable of experiencing pain.,False
T10_SOLDIER,T10,scientific_welfare,soldier,T1,Researchers debated whether the soldier was capable of experiencing pain.,False
T10_TEENAGER,T10,scientific_welfare,teenager,T1,Researchers debated whether the teenager was capable of experiencing pain.,False
T10_WOMAN,T10,scientific_welfare,woman,T1,Researchers debated whether the woman was capable of experiencing pain.,False
T10_DOG,T10,scientific_welfare,dog,T2,Researchers debated whether the dog was capable of experiencing pain.,False
T10_CHIMPANZEE,T10,scientific_welfare,chimpanzee,T2,Researchers debated whether the chimpanzee was capable of experiencing pain.,False
T10_PIG,T10,scientific_welfare,pig,T2,Researchers debated whether the pig was capable of experiencing pain.,False
T10_COW,T10,scientific_welfare,cow,T2,Researchers debated whether the cow was capable of experiencing pain.,False
T10_DOLPHIN,T10,scientific_welfare,dolphin,T2,Researchers debated whether the dolphin was capable of experiencing pain.,False
T10_ELEPHANT,T10,scientific_welfare,elephant,T2,Researchers debated whether the elephant was capable of experiencing pain.,False
T10_RABBIT,T10,scientific_welfare,rabbit,T2,Researchers debated whether the rabbit was capable of experiencing pain.,False
T10_RAT,T10,scientific_welfare,rat,T2,Researchers debated whether the rat was capable of experiencing pain.,False
T10_HORSE,T10,scientific_welfare,horse,T2,Researchers debated whether the horse was capable of experiencing pain.,False
T10_WHALE,T10,scientific_welfare,whale,T2,Researchers debated whether the whale was capable of experiencing pain.,False
T10_SALMON,T10,scientific_welfare,salmon,T3,Researchers debated whether the salmon was capable of experiencing pain.,False
T10_CHICKEN,T10,scientific_welfare,chicken,T3,Researchers debated whether the chicken was capable of experiencing pain.,False
T10_FROG,T10,scientific_welfare,frog,T3,Researchers debated whether the frog was capable of experiencing pain.,False
T10_ZEBRAFISH,T10,scientific_welfare,zebrafish,T3,Researchers debated whether the zebrafish was capable of experiencing pain.,False
T10_CROW,T10,scientific_welfare,crow,T3,Researchers debated whether the crow was capable of experiencing pain.,False
T10_SNAKE,T10,scientific_welfare,snake,T3,Researchers debated whether the snake was capable of experiencing pain.,False
T10_TUNA,T10,scientific_welfare,tuna,T3,Researchers debated whether the tuna was capable of experiencing pain.,False
T10_GECKO,T10,scientific_welfare,gecko,T3,Researchers debated whether the gecko was capable of experiencing pain.,False
T10_TROUT,T10,scientific_welfare,trout,T3,Researchers debated whether the trout was capable of experiencing pain.,False
T10_PIGEON,T10,scientific_welfare,pigeon,T3,Researchers debated whether the pigeon was capable of experiencing pain.,False
T10_OCTOPUS,T10,scientific_welfare,octopus,T4,Researchers debated whether the octopus was capable of experiencing pain.,False
T10_CRAB,T10,scientific_welfare,crab,T4,Researchers debated whether the crab was capable of experiencing pain.,False
T10_BEE,T10,scientific_welfare,bee,T4,Researchers debated whether the bee was capable of experiencing pain.,False
T10_SHRIMP,T10,scientific_welfare,shrimp,T4,Researchers debated whether the shrimp was capable of experiencing pain.,False
T10_LOBSTER,T10,scientific_welfare,lobster,T4,Researchers debated whether the lobster was capable of experiencing pain.,False
T10_SQUID,T10,scientific_welfare,squid,T4,Researchers debated whether the squid was capable of experiencing pain.,False
T10_CRAYFISH,T10,scientific_welfare,crayfish,T4,Researchers debated whether the crayfish was capable of experiencing pain.,False
T10_BUMBLEBEE,T10,scientific_welfare,bumblebee,T4,Researchers debated whether the bumblebee was capable of experiencing pain.,False
T10_MUSSEL,T10,scientific_welfare,mussel,T4,Researchers debated whether the mussel was capable of experiencing pain.,False
T10_MANTIS_SHRIMP,T10,scientific_welfare,mantis shrimp,T4,Researchers debated whether the mantis shrimp was capable of experiencing pain.,True
T10_ANT,T10,scientific_welfare,ant,T5,Researchers debated whether the ant was capable of experiencing pain.,False
T10_FLY,T10,scientific_welfare,fly,T5,Researchers debated whether the fly was capable of experiencing pain.,False
T10_EARTHWORM,T10,scientific_welfare,earthworm,T5,Researchers debated whether the earthworm was capable of experiencing pain.,False
T10_MOTH,T10,scientific_welfare,moth,T5,Researchers debated whether the moth was capable of experiencing pain.,False
T10_BEETLE,T10,scientific_welfare,beetle,T5,Researchers debated whether the beetle was capable of experiencing pain.,False
T10_APHID,T10,scientific_welfare,aphid,T5,Researchers debated whether the aphid was capable of experiencing pain.,False
T10_NEMATODE,T10,scientific_welfare,nematode,T5,Researchers debated whether the nematode was capable of experiencing pain.,False
T10_COCKROACH,T10,scientific_welfare,cockroach,T5,Researchers debated whether the cockroach was capable of experiencing pain.,False
T10_MITE,T10,scientific_welfare,mite,T5,Researchers debated whether the mite was capable of experiencing pain.,False
T10_WOODLOUSE,T10,scientific_welfare,woodlouse,T5,Researchers debated whether the woodlouse was capable of experiencing pain.,False
T10_OAK_TREE,T10,scientific_welfare,oak tree,T6,Researchers debated whether the oak tree was capable of experiencing pain.,True
T10_MUSHROOM,T10,scientific_welfare,mushroom,T6,Researchers debated whether the mushroom was capable of experiencing pain.,False
T10_BACTERIUM,T10,scientific_welfare,bacterium,T6,Researchers debated whether the bacterium was capable of experiencing pain.,False
T10_MOSS,T10,scientific_welfare,moss,T6,Researchers debated whether the moss was capable of experiencing pain.,False
T10_SEAWEED,T10,scientific_welfare,seaweed,T6,Researchers debated whether the seaweed was capable of experiencing pain.,False
T10_ROCK,T10,scientific_welfare,rock,T6,Researchers debated whether the rock was capable of experiencing pain.,False
T10_TABLE,T10,scientific_welfare,table,T6,Researchers debated whether the table was capable of experiencing pain.,False
T10_CLOUD,T10,scientific_welfare,cloud,T6,Researchers debated whether the cloud was capable of experiencing pain.,False
T10_RIVER,T10,scientific_welfare,river,T6,Researchers debated whether the river was capable of experiencing pain.,False
T10_STATUE,T10,scientific_welfare,statue,T6,Researchers debated whether the statue was capable of experiencing pain.,False
T11_CHILD,T11,scientific_welfare,child,T1,The study aimed to determine whether the child had subjective experiences.,False
T11_INFANT,T11,scientific_welfare,infant,T1,The study aimed to determine whether the infant had subjective experiences.,False
T11_ELDERLY_PERSON,T11,scientific_welfare,elderly person,T1,The study aimed to determine whether the elderly person had subjective experiences.,True
T11_WORKER,T11,scientific_welfare,worker,T1,The study aimed to determine whether the worker had subjective experiences.,False
T11_PATIENT,T11,scientific_welfare,patient,T1,The study aimed to determine whether the patient had subjective experiences.,False
T11_PRISONER,T11,scientific_welfare,prisoner,T1,The study aimed to determine whether the prisoner had subjective experiences.,False
T11_REFUGEE,T11,scientific_welfare,refugee,T1,The study aimed to determine whether the refugee had subjective experiences.,False
T11_SOLDIER,T11,scientific_welfare,soldier,T1,The study aimed to determine whether the soldier had subjective experiences.,False
T11_TEENAGER,T11,scientific_welfare,teenager,T1,The study aimed to determine whether the teenager had subjective experiences.,False
T11_WOMAN,T11,scientific_welfare,woman,T1,The study aimed to determine whether the woman had subjective experiences.,False
T11_DOG,T11,scientific_welfare,dog,T2,The study aimed to determine whether the dog had subjective experiences.,False
T11_CHIMPANZEE,T11,scientific_welfare,chimpanzee,T2,The study aimed to determine whether the chimpanzee had subjective experiences.,False
T11_PIG,T11,scientific_welfare,pig,T2,The study aimed to determine whether the pig had subjective experiences.,False
T11_COW,T11,scientific_welfare,cow,T2,The study aimed to determine whether the cow had subjective experiences.,False
T11_DOLPHIN,T11,scientific_welfare,dolphin,T2,The study aimed to determine whether the dolphin had subjective experiences.,False
T11_ELEPHANT,T11,scientific_welfare,elephant,T2,The study aimed to determine whether the elephant had subjective experiences.,False
