sentence_id,template_id,template_type,entity,tier,sentence,multi_token_flag,perplexity,global_z,flag_global,tmpl_mean,tmpl_std,template_z,flag_template,flag_absolute,flagged,flag_reason,recommended_action
T06_DOLPHIN,T06,fear,dolphin,T2,The dolphin was visibly terrified by what was happening.,False,42.419288635253906,-0.718479161774007,False,69.18844966888427,31.321472261421007,-0.8546584531596949,False,False,False,,keep
T06_ELEPHANT,T06,fear,elephant,T2,The elephant was visibly terrified by what was happening.,False,57.012367248535156,-0.5549714513346944,False,69.18844966888427,31.321472261421007,-0.38874553273622864,False,False,False,,keep
T06_RABBIT,T06,fear,rabbit,T2,The rabbit was visibly terrified by what was happening.,False,53.31586456298828,-0.5963888045035086,False,69.18844966888427,31.321472261421007,-0.5067636978689034,False,False,False,,keep
T06_RAT,T06,fear,rat,T2,The rat was visibly terrified by what was happening.,False,55.32619857788086,-0.5738640774939385,False,69.18844966888427,31.321472261421007,-0.4425798051670035,False,False,False,,keep
T06_HORSE,T06,fear,horse,T2,The horse was visibly terrified by what was happening.,False,44.9756965637207,-0.6898359660228311,False,69.18844966888427,31.321472261421007,-0.7730400698624463,False,False,False,,keep
T06_WHALE,T06,fear,whale,T2,The whale was visibly terrified by what was happening.,False,71.32889556884766,-0.3945623403357692,False,69.18844966888427,31.321472261421007,0.06833797217762946,False,False,False,,keep
T06_SALMON,T06,fear,salmon,T3,The salmon was visibly terrified by what was happening.,False,90.27336120605469,-0.18229964485375896,False,69.18844966888427,31.321472261421007,0.6731775365215167,False,False,False,,keep
T06_CHICKEN,T06,fear,chicken,T3,The chicken was visibly terrified by what was happening.,False,61.23966979980469,-0.5076067670340642,False,69.18844966888427,31.321472261421007,-0.2537805312194786,False,False,False,,keep
T06_FROG,T06,fear,frog,T3,The frog was visibly terrified by what was happening.,False,70.32736206054688,-0.405783992408655,False,69.18844966888427,31.321472261421007,0.03636203247908659,False,False,False,,keep
T06_ZEBRAFISH,T06,fear,zebrafish,T3,The zebrafish was visibly terrified by what was happening.,False,202.2325439453125,1.0721436510037765,False,69.18844966888427,31.321472261421007,4.247696058665162,True,False,True,template_z=4.25,review
T06_CROW,T06,fear,crow,T3,The crow was visibly terrified by what was happening.,False,81.86482238769531,-0.2765128651593602,False,69.18844966888427,31.321472261421007,0.40471829079454424,False,False,False,,keep
T06_SNAKE,T06,fear,snake,T3,The snake was visibly terrified by what was happening.,False,58.6221809387207,-0.5369343422577554,False,69.18844966888427,31.321472261421007,-0.3373490441947762,False,False,False,,keep
T06_TUNA,T06,fear,tuna,T3,The tuna was visibly terrified by what was happening.,False,73.79672241210938,-0.36691164868971965,False,69.18844966888427,31.321472261421007,0.14712822899136702,False,False,False,,keep
T06_GECKO,T06,fear,gecko,T3,The gecko was visibly terrified by what was happening.,False,51.35321807861328,-0.6183792180115851,False,69.18844966888427,31.321472261421007,-0.5694250717658262,False,False,False,,keep
T06_TROUT,T06,fear,trout,T3,The trout was visibly terrified by what was happening.,False,101.38001251220703,-0.05785550432374112,False,69.18844966888427,31.321472261421007,1.0277793640937323,False,False,False,,keep
T06_PIGEON,T06,fear,pigeon,T3,The pigeon was visibly terrified by what was happening.,False,49.61919021606445,-0.6378080810470583,False,69.18844966888427,31.321472261421007,-0.6247873436308257,False,False,False,,keep
T06_OCTOPUS,T06,fear,octopus,T4,The octopus was visibly terrified by what was happening.,False,47.14917755126953,-0.6654832636647385,False,69.18844966888427,31.321472261421007,-0.703647387123649,False,False,False,,keep
T06_CRAB,T06,fear,crab,T4,The crab was visibly terrified by what was happening.,False,73.91075134277344,-0.3656340149654858,False,69.18844966888427,31.321472261421007,0.15076882831289104,False,False,False,,keep
T06_BEE,T06,fear,bee,T4,The bee was visibly terrified by what was happening.,False,70.48336791992188,-0.4040360294491251,False,69.18844966888427,31.321472261421007,0.04134282833928484,False,False,False,,keep
T06_SHRIMP,T06,fear,shrimp,T4,The shrimp was visibly terrified by what was happening.,False,92.63684844970703,-0.15581802311354526,False,69.18844966888427,31.321472261421007,0.7486365450868158,False,False,False,,keep
T06_LOBSTER,T06,fear,lobster,T4,The lobster was visibly terrified by what was happening.,False,58.837562561035156,-0.5345211053480816,False,69.18844966888427,31.321472261421007,-0.33047255957372146,False,False,False,,keep
T06_SQUID,T06,fear,squid,T4,The squid was visibly terrified by what was happening.,False,47.44550323486328,-0.6621630914548334,False,69.18844966888427,31.321472261421007,-0.69418660312472,False,False,False,,keep
T06_CRAYFISH,T06,fear,crayfish,T4,The crayfish was visibly terrified by what was happening.,False,47.951881408691406,-0.6564893924353733,False,69.18844966888427,31.321472261421007,-0.6780194775949334,False,False,False,,keep
T06_BUMBLEBEE,T06,fear,bumblebee,T4,The bumblebee was visibly terrified by what was happening.,False,38.87753677368164,-0.7581626139896901,False,69.18844966888427,31.321472261421007,-0.9677358919215592,False,False,False,,keep
T06_MUSSEL,T06,fear,mussel,T4,The mussel was visibly terrified by what was happening.,False,68.65389251708984,-0.42453433157914044,False,69.18844966888427,31.321472261421007,-0.017066795179128617,False,False,False,,keep
T06_MANTIS_SHRIMP,T06,fear,mantis shrimp,T4,The mantis shrimp was visibly terrified by what was happening.,True,46.85016632080078,-0.6688335260038375,False,69.18844966888427,31.321472261421007,-0.7131939125223624,False,False,False,,keep
T06_ANT,T06,fear,ant,T5,The ant was visibly terrified by what was happening.,False,72.5322265625,-0.3810796544072708,False,69.18844966888427,31.321472261421007,0.10675669603610209,False,False,False,,keep
T06_FLY,T06,fear,fly,T5,The fly was visibly terrified by what was happening.,False,73.33670043945312,-0.3720659510473006,False,69.18844966888427,31.321472261421007,0.13244111694194832,False,False,False,,keep
T06_EARTHWORM,T06,fear,earthworm,T5,The earthworm was visibly terrified by what was happening.,False,72.28421783447266,-0.3838584607416526,False,69.18844966888427,31.321472261421007,0.09883852648272452,False,False,False,,keep
T06_MOTH,T06,fear,moth,T5,The moth was visibly terrified by what was happening.,False,95.1951675415039,-0.1271534137903154,False,69.18844966888427,31.321472261421007,0.830315946056354,False,False,False,,keep
T06_BEETLE,T06,fear,beetle,T5,The beetle was visibly terrified by what was happening.,False,55.836647033691406,-0.5681447731224192,False,69.18844966888427,31.321472261421007,-0.42628272782816873,False,False,False,,keep
T06_APHID,T06,fear,aphid,T5,The aphid was visibly terrified by what was happening.,False,68.68002319335938,-0.42424155120275203,False,69.18844966888427,31.321472261421007,-0.016232521615886297,False,False,False,,keep
T06_NEMATODE,T06,fear,nematode,T5,The nematode was visibly terrified by what was happening.,False,106.55264282226562,0.00010107641974477983,False,69.18844966888427,31.321472261421007,1.1929258255016073,False,False,False,,keep
T06_COCKROACH,T06,fear,cockroach,T5,The cockroach was visibly terrified by what was happening.,False,33.341156005859375,-0.8201948257974848,False,69.18844966888427,31.321472261421007,-1.1444958067050506,False,False,False,,keep
T06_MITE,T06,fear,mite,T5,The mite was visibly terrified by what was happening.,False,49.836856842041016,-0.6353692418825734,False,69.18844966888427,31.321472261421007,-0.6178379057448976,False,False,False,,keep
T06_WOODLOUSE,T06,fear,woodlouse,T5,The woodlouse was visibly terrified by what was happening.,False,49.135440826416016,-0.643228236534732,False,69.18844966888427,31.321472261421007,-0.6402320004340206,False,False,False,,keep
T06_OAK_TREE,T06,fear,oak tree,T6,The oak tree was visibly terrified by what was happening.,True,94.6781005859375,-0.13294687494329954,False,69.18844966888427,31.321472261421007,0.8138075600120848,False,False,False,,keep
T06_MUSHROOM,T06,fear,mushroom,T6,The mushroom was visibly terrified by what was happening.,False,111.3359375,0.053695357780025946,False,69.18844966888427,31.321472261421007,1.345641976192455,False,False,False,,keep
T06_BACTERIUM,T06,fear,bacterium,T6,The bacterium was visibly terrified by what was happening.,False,164.61077880859375,0.6506117149946083,False,69.18844966888427,31.321472261421007,3.0465467377547952,True,False,True,template_z=3.05,keep_expected_anomaly
T06_MOSS,T06,fear,moss,T6,The moss was visibly terrified by what was happening.,False,145.11065673828125,0.43212318371909647,False,69.18844966888427,31.321472261421007,2.423966741911783,True,False,True,template_z=2.42,keep_expected_anomaly
T06_SEAWEED,T06,fear,seaweed,T6,The seaweed was visibly terrified by what was happening.,False,96.97940063476562,-0.10716202775722942,False,69.18844966888427,31.321472261421007,0.8872811192886282,False,False,False,,keep
T06_ROCK,T06,fear,rock,T6,The rock was visibly terrified by what was happening.,False,80.66932678222656,-0.2899077597166028,False,69.18844966888427,31.321472261421007,0.3665497272132832,False,False,False,,keep
T06_TABLE,T06,fear,table,T6,The table was visibly terrified by what was happening.,False,67.73563385009766,-0.4348229331970542,False,69.18844966888427,31.321472261421007,-0.046384020733791206,False,False,False,,keep
T06_CLOUD,T06,fear,cloud,T6,The cloud was visibly terrified by what was happening.,False,88.15569305419922,-0.20602699397288243,False,69.18844966888427,31.321472261421007,0.6055667890387484,False,False,False,,keep
T06_RIVER,T06,fear,river,T6,The river was visibly terrified by what was happening.,False,83.28042602539062,-0.26065177677472917,False,69.18844966888427,31.321472261421007,0.4499142389888099,False,False,False,,keep
T06_STATUE,T06,fear,statue,T6,The statue was visibly terrified by what was happening.,False,98.6194076538086,-0.08878661843516428,False,69.18844966888427,31.321472261421007,0.9396415896188489,False,False,False,,keep
T07_CHILD,T07,fear,child,T1,A sense of dread overcame the child as the door closed.,False,30.923860549926758,-0.8472793400339244,False,56.96186803181966,14.53518222309405,-1.7913781253132641,False,False,False,,keep
T07_INFANT,T07,fear,infant,T1,A sense of dread overcame the infant as the door closed.,False,47.85490417480469,-0.657575970935891,False,56.96186803181966,14.53518222309405,-0.6265462460144108,False,False,False,,keep
T07_ELDERLY_PERSON,T07,fear,elderly person,T1,A sense of dread overcame the elderly person as the door closed.,True,45.35546112060547,-0.68558090546654,False,56.96186803181966,14.53518222309405,-0.7985043966475696,False,False,False,,keep
T07_WORKER,T07,fear,worker,T1,A sense of dread overcame the worker as the door closed.,False,40.581756591796875,-0.7390677342916037,False,56.96186803181966,14.53518222309405,-1.1269285234001019,False,False,False,,keep
T07_PATIENT,T07,fear,patient,T1,A sense of dread overcame the patient as the door closed.,False,34.737701416015625,-0.8045472747501438,False,56.96186803181966,14.53518222309405,-1.528991262351939,False,False,False,,keep
T07_PRISONER,T07,fear,prisoner,T1,A sense of dread overcame the prisoner as the door closed.,False,27.422515869140625,-0.8865100512077251,False,56.96186803181966,14.53518222309405,-2.032265692255704,False,False,False,,keep
T07_REFUGEE,T07,fear,refugee,T1,A sense of dread overcame the refugee as the door closed.,False,50.412071228027344,-0.6289242695942187,False,56.96186803181966,14.53518222309405,-0.4506167658074319,False,False,False,,keep
T07_SOLDIER,T07,fear,soldier,T1,A sense of dread overcame the soldier as the door closed.,False,31.814664840698242,-0.8372983501486919,False,56.96186803181966,14.53518222309405,-1.7300920487372071,False,False,False,,keep
T07_TEENAGER,T07,fear,teenager,T1,A sense of dread overcame the teenager as the door closed.,False,42.65538787841797,-0.7158337949046011,False,56.96186803181966,14.53518222309405,-0.9842656207413082,False,False,False,,keep
T07_WOMAN,T07,fear,woman,T1,A sense of dread overcame the woman as the door closed.,False,27.250389099121094,-0.8884386404257393,False,56.96186803181966,14.53518222309405,-2.044107770832886,False,False,False,,keep
T07_DOG,T07,fear,dog,T2,A sense of dread overcame the dog as the door closed.,False,42.7738037109375,-0.7145070082704625,False,56.96186803181966,14.53518222309405,-0.9761187787752413,False,False,False,,keep
T07_CHIMPANZEE,T07,fear,chimpanzee,T2,A sense of dread overcame the chimpanzee as the door closed.,False,28.44359588623047,-0.8750693908649686,False,56.96186803181966,14.53518222309405,-1.96201682977722,False,False,False,,keep
T07_PIG,T07,fear,pig,T2,A sense of dread overcame the pig as the door closed.,False,59.149471282958984,-0.5310263334538631,False,56.96186803181966,14.53518222309405,0.15050401278516995,False,False,False,,keep
T07_COW,T07,fear,cow,T2,A sense of dread overcame the cow as the door closed.,False,62.082088470458984,-0.49816791237424934,False,56.96186803181966,14.53518222309405,0.35226393175202997,False,False,False,,keep
T07_DOLPHIN,T07,fear,dolphin,T2,A sense of dread overcame the dolphin as the door closed.,False,46.07488250732422,-0.6775201701754685,False,56.96186803181966,14.53518222309405,-0.7490092217211963,False,False,False,,keep
T07_ELEPHANT,T07,fear,elephant,T2,A sense of dread overcame the elephant as the door closed.,False,63.362056732177734,-0.4838265464805476,False,56.96186803181966,14.53518222309405,0.4403239396743997,False,False,False,,keep
T07_RABBIT,T07,fear,rabbit,T2,A sense of dread overcame the rabbit as the door closed.,False,52.93262481689453,-0.6006828027127764,False,56.96186803181966,14.53518222309405,-0.27720624021646706,False,False,False,,keep
T07_RAT,T07,fear,rat,T2,A sense of dread overcame the rat as the door closed.,False,61.64597702026367,-0.5030543100020197,False,56.96186803181966,14.53518222309405,0.3222600801661584,False,False,False,,keep
T07_HORSE,T07,fear,horse,T2,A sense of dread overcame the horse as the door closed.,False,46.717323303222656,-0.6703219615990711,False,56.96186803181966,14.53518222309405,-0.7048102026763782,False,False,False,,keep
T07_WHALE,T07,fear,whale,T2,A sense of dread overcame the whale as the door closed.,False,72.88662719726562,-0.37710878315355,False,56.96186803181966,14.53518222309405,1.0956009302823944,False,False,False,,keep
T07_SALMON,T07,fear,salmon,T3,A sense of dread overcame the salmon as the door closed.,False,72.07128143310547,-0.3862443002467621,False,56.96186803181966,14.53518222309405,1.0395062937208586,False,False,False,,keep
T07_CHICKEN,T07,fear,chicken,T3,A sense of dread overcame the chicken as the door closed.,False,62.49696731567383,-0.49351941483041734,False,56.96186803181966,14.53518222309405,0.3808070101150703,False,False,False,,keep
T07_FROG,T07,fear,frog,T3,A sense of dread overcame the frog as the door closed.,False,61.33716583251953,-0.5065143756676795,False,56.96186803181966,14.53518222309405,0.30101430677272345,False,False,False,,keep
T07_ZEBRAFISH,T07,fear,zebrafish,T3,A sense of dread overcame the zebrafish as the door closed.,False,78.4745864868164,-0.3144986613502593,False,56.96186803181966,14.53518222309405,1.480044634102799,False,False,False,,keep
T07_CROW,T07,fear,crow,T3,A sense of dread overcame the crow as the door closed.,False,68.42328643798828,-0.4271181504570136,False,56.96186803181966,14.53518222309405,0.7885293923565871,False,False,False,,keep
T07_SNAKE,T07,fear,snake,T3,A sense of dread overcame the snake as the door closed.,False,64.95768737792969,-0.4659483508984133,False,56.96186803181966,14.53518222309405,0.5501010736147471,False,False,False,,keep
T07_TUNA,T07,fear,tuna,T3,A sense of dread overcame the tuna as the door closed.,False,58.09136199951172,-0.5428818870978753,False,56.96186803181966,14.53518222309405,0.07770758910042926,False,False,False,,keep
T07_GECKO,T07,fear,gecko,T3,A sense of dread overcame the gecko as the door closed.,False,55.310001373291016,-0.5740455585856385,False,56.96186803181966,14.53518222309405,-0.1136460921627868,False,False,False,,keep
T07_TROUT,T07,fear,trout,T3,A sense of dread overcame the trout as the door closed.,False,68.70003509521484,-0.4240173284502654,False,56.96186803181966,14.53518222309405,0.807569308951981,False,False,False,,keep
T07_PIGEON,T07,fear,pigeon,T3,A sense of dread overcame the pigeon as the door closed.,False,47.25041198730469,-0.664348985470783,False,56.96186803181966,14.53518222309405,-0.6681344544195011,False,False,False,,keep
T07_OCTOPUS,T07,fear,octopus,T4,A sense of dread overcame the octopus as the door closed.,False,57.155296325683594,-0.553370006788341,False,56.96186803181966,14.53518222309405,0.013307593320474861,False,False,False,,keep
T07_CRAB,T07,fear,crab,T4,A sense of dread overcame the crab as the door closed.,False,70.70348358154297,-0.4015697501384151,False,56.96186803181966,14.53518222309405,0.9454037341128139,False,False,False,,keep
T07_BEE,T07,fear,bee,T4,A sense of dread overcame the bee as the door closed.,False,64.2665786743164,-0.47369185758312654,False,56.96186803181966,14.53518222309405,0.5025537712826704,False,False,False,,keep
T07_SHRIMP,T07,fear,shrimp,T4,A sense of dread overcame the shrimp as the door closed.,False,75.30101776123047,-0.35005681669179955,False,56.96186803181966,14.53518222309405,1.261707589759203,False,False,False,,keep
T07_LOBSTER,T07,fear,lobster,T4,A sense of dread overcame the lobster as the door closed.,False,52.71351623535156,-0.6031377982250387,False,56.96186803181966,14.53518222309405,-0.2922806010452457,False,False,False,,keep
T07_SQUID,T07,fear,squid,T4,A sense of dread overcame the squid as the door closed.,False,55.948692321777344,-0.5668893650617943,False,56.96186803181966,14.53518222309405,-0.06970505732171328,False,False,False,,keep
T07_CRAYFISH,T07,fear,crayfish,T4,A sense of dread overcame the crayfish as the door closed.,False,53.31975555419922,-0.5963452080095063,False,56.96186803181966,14.53518222309405,-0.2505721924719813,False,False,False,,keep
T07_BUMBLEBEE,T07,fear,bumblebee,T4,A sense of dread overcame the bumblebee as the door closed.,False,41.597999572753906,-0.7276812703747246,False,56.96186803181966,14.53518222309405,-1.0570124421732434,False,False,False,,keep
T07_MUSSEL,T07,fear,mussel,T4,A sense of dread overcame the mussel as the door closed.,False,70.43408203125,-0.4045882517064883,False,56.96186803181966,14.53518222309405,0.9268692880936279,False,False,False,,keep
T07_MANTIS_SHRIMP,T07,fear,mantis shrimp,T4,A sense of dread overcame the mantis shrimp as the door closed.,True,52.22570037841797,-0.6086035163231109,False,56.96186803181966,14.53518222309405,-0.3258416427608792,False,False,False,,keep
T07_ANT,T07,fear,ant,T5,A sense of dread overcame the ant as the door closed.,False,80.26801300048828,-0.29440426791467755,False,56.96186803181966,14.53518222309405,1.603429844287671,False,False,False,,keep
T07_FLY,T07,fear,fly,T5,A sense of dread overcame the fly as the door closed.,False,69.1208267211914,-0.41930258133221415,False,56.96186803181966,14.53518222309405,0.8365191782771824,False,False,False,,keep
T07_EARTHWORM,T07,fear,earthworm,T5,A sense of dread overcame the earthworm as the door closed.,False,52.89588928222656,-0.6010944049061516,False,56.96186803181966,14.53518222309405,-0.2797335930975064,False,False,False,,keep
T07_MOTH,T07,fear,moth,T5,A sense of dread overcame the moth as the door closed.,False,68.94195556640625,-0.4213067378064991,False,56.96186803181966,14.53518222309405,0.8242130955573552,False,False,False,,keep
T07_BEETLE,T07,fear,beetle,T5,A sense of dread overcame the beetle as the door closed.,False,49.44758605957031,-0.6397308146575448,False,56.96186803181966,14.53518222309405,-0.5169719826635797,False,False,False,,keep
T07_APHID,T07,fear,aphid,T5,A sense of dread overcame the aphid as the door closed.,False,66.04827117919922,-0.4537289374961245,False,56.96186803181966,14.53518222309405,0.6251316982419892,False,False,False,,keep
T07_NEMATODE,T07,fear,nematode,T5,A sense of dread overcame the nematode as the door closed.,False,63.04582214355469,-0.4873697874180982,False,56.96186803181966,14.53518222309405,0.41856744678911606,False,False,False,,keep
T07_COCKROACH,T07,fear,cockroach,T5,A sense of dread overcame the cockroach as the door closed.,False,40.30596923828125,-0.7421577853998337,False,56.96186803181966,14.53518222309405,-1.1459023036584217,False,False,False,,keep
T07_MITE,T07,fear,mite,T5,A sense of dread overcame the mite as the door closed.,False,47.184844970703125,-0.6650836291363836,False,56.96186803181966,14.53518222309405,-0.6726453725211942,False,False,False,,keep
T07_WOODLOUSE,T07,fear,woodlouse,T5,A sense of dread overcame the woodlouse as the door closed.,False,45.63728332519531,-0.6824232370509457,False,56.96186803181966,14.53518222309405,-0.7791154271620633,False,False,False,,keep
T07_OAK_TREE,T07,fear,oak tree,T6,A sense of dread overcame the oak tree as the door closed.,True,56.63174057006836,-0.5592361715063233,False,56.96186803181966,14.53518222309405,-0.0227123029270857,False,False,False,,keep
T07_MUSHROOM,T07,fear,mushroom,T6,A sense of dread overcame the mushroom as the door closed.,False,79.87349700927734,-0.29882461047323056,False,56.96186803181966,14.53518222309405,1.5762877015091572,False,False,False,,keep
T07_BACTERIUM,T07,fear,bacterium,T6,A sense of dread overcame the bacterium as the door closed.,False,75.48882293701172,-0.3479525592479523,False,56.96186803181966,14.53518222309405,1.2746283205005662,False,False,False,,keep
T07_MOSS,T07,fear,moss,T6,A sense of dread overcame the moss as the door closed.,False,86.98455810546875,-0.21914894028434165,False,56.96186803181966,14.53518222309405,2.0655186576159945,True,False,True,template_z=2.07,keep_expected_anomaly
T07_SEAWEED,T07,fear,seaweed,T6,A sense of dread overcame the seaweed as the door closed.,False,67.59263610839844,-0.43642514709330166,False,56.96186803181966,14.53518222309405,0.7313818233175093,False,False,False,,keep
T07_ROCK,T07,fear,rock,T6,A sense of dread overcame the rock as the door closed.,False,65.85323333740234,-0.4559142331288232,False,56.96186803181966,14.53518222309405,0.6117133702978792,False,False,False,,keep
T07_TABLE,T07,fear,table,T6,A sense of dread overcame the table as the door closed.,False,50.60354995727539,-0.6267788519310339,False,56.96186803181966,14.53518222309405,-0.43744329977796453,False,False,False,,keep
T07_CLOUD,T07,fear,cloud,T6,A sense of dread overcame the cloud as the door closed.,False,73.86006164550781,-0.3662019661540185,False,56.96186803181966,14.53518222309405,1.1625718449432065,False,False,False,,keep
T07_RIVER,T07,fear,river,T6,A sense of dread overcame the river as the door closed.,False,79.56668853759766,-0.3022622367669774,False,56.96186803181966,14.53518222309405,1.5551797121512927,False,False,False,,keep
T07_STATUE,T07,fear,statue,T6,A sense of dread overcame the statue as the door closed.,False,52.5047607421875,-0.6054767928699261,False,56.96186803181966,14.53518222309405,-0.30664268402156947,False,False,False,,keep
T08_CHILD,T08,fear,child,T1,"The child froze, overwhelmed by fear.",False,105.74588012695312,-0.008938271936697413,False,204.72642148335774,95.95028988517498,-1.0315814728111399,False,False,False,,keep
T08_INFANT,T08,fear,infant,T1,"The infant froze, overwhelmed by fear.",False,166.94863891601562,0.6768061982576575,False,204.72642148335774,95.95028988517498,-0.3937224432834054,False,False,False,,keep
T08_ELDERLY_PERSON,T08,fear,elderly person,T1,"The elderly person froze, overwhelmed by fear.",True,145.59347534179688,0.4375329102415383,False,204.72642148335774,95.95028988517498,-0.6162873109849493,False,False,False,,keep
T08_WORKER,T08,fear,worker,T1,"The worker froze, overwhelmed by fear.",False,200.3672332763672,1.0512438337123315,False,204.72642148335774,95.95028988517498,-0.04543173566444929,False,False,False,,keep
T08_PATIENT,T08,fear,patient,T1,"The patient froze, overwhelmed by fear.",False,183.6605987548828,0.8640548496642236,False,204.72642148335774,95.95028988517498,-0.21954933907635593,False,False,False,,keep
T08_PRISONER,T08,fear,prisoner,T1,"The prisoner froze, overwhelmed by fear.",False,163.07568359375,0.633411786827497,False,204.72642148335774,95.95028988517498,-0.43408662901854433,False,False,False,,keep
T08_REFUGEE,T08,fear,refugee,T1,"The refugee froze, overwhelmed by fear.",False,267.17974853515625,1.799842651559712,False,204.72642148335774,95.95028988517498,0.6508925311902367,False,False,False,,keep
T08_SOLDIER,T08,fear,soldier,T1,"The soldier froze, overwhelmed by fear.",False,118.13980102539062,0.12992904202576774,False,204.72642148335774,95.95028988517498,-0.9024112440054793,False,False,False,,keep
T08_TEENAGER,T08,fear,teenager,T1,"The teenager froze, overwhelmed by fear.",False,157.45327758789062,0.5704157078273031,False,204.72642148335774,95.95028988517498,-0.49268370061246847,False,False,False,,keep
T08_WOMAN,T08,fear,woman,T1,"The woman froze, overwhelmed by fear.",False,80.59842681884766,-0.2907021562239831,False,204.72642148335774,95.95028988517498,-1.293669824375265,False,False,False,,keep
T08_DOG,T08,fear,dog,T2,"The dog froze, overwhelmed by fear.",False,125.01944732666016,0.2070118321046967,False,204.72642148335774,95.95028988517498,-0.8307111344018242,False,False,False,,keep
T08_CHIMPANZEE,T08,fear,chimpanzee,T2,"The chimpanzee froze, overwhelmed by fear.",False,47.375,-0.6629530428294919,False,204.72642148335774,95.95028988517498,-1.6399264835120595,False,False,False,,keep
T08_PIG,T08,fear,pig,T2,"The pig froze, overwhelmed by fear.",False,239.72756958007812,1.4922555380749698,False,204.72642148335774,95.95028988517498,0.3647841829202052,False,False,False,,keep
T08_COW,T08,fear,cow,T2,"The cow froze, overwhelmed by fear.",False,204.54302978515625,1.0980314201090209,False,204.72642148335774,95.95028988517498,-0.0019113198972192493,False,False,False,,keep
T08_DOLPHIN,T08,fear,dolphin,T2,"The dolphin froze, overwhelmed by fear.",False,111.47048950195312,0.055202941639291854,False,204.72642148335774,95.95028988517498,-0.9719192312290589,False,False,False,,keep
T08_ELEPHANT,T08,fear,elephant,T2,"The elephant froze, overwhelmed by fear.",False,180.25433349609375,0.8258894530146991,False,204.72642148335774,95.95028988517498,-0.2550496514033472,False,False,False,,keep
T08_RABBIT,T08,fear,rabbit,T2,"The rabbit froze, overwhelmed by fear.",False,147.4780731201172,0.4586488293699204,False,204.72642148335774,95.95028988517498,-0.59664591354284,False,False,False,,keep
T08_RAT,T08,fear,rat,T2,"The rat froze, overwhelmed by fear.",False,247.54571533203125,1.5798537170239462,False,204.72642148335774,95.95028988517498,0.4462653932564033,False,False,False,,keep
T08_HORSE,T08,fear,horse,T2,"The horse froze, overwhelmed by fear.",False,153.4243927001953,0.5252741882708284,False,204.72642148335774,95.95028988517498,-0.5346729941572481,False,False,False,,keep
T08_WHALE,T08,fear,whale,T2,"The whale froze, overwhelmed by fear.",False,273.3839111328125,1.8693570047965096,False,204.72642148335774,95.95028988517498,0.7155527068403661,False,False,False,,keep
T08_SALMON,T08,fear,salmon,T3,"The salmon froze, overwhelmed by fear.",False,341.4997253417969,2.6325585965349627,True,204.72642148335774,95.95028988517498,1.4254600379229454,False,False,True,global_z=2.63,review
T08_CHICKEN,T08,fear,chicken,T3,"The chicken froze, overwhelmed by fear.",False,205.60165405273438,1.1098927438772392,False,204.72642148335774,95.95028988517498,0.009121729287363675,False,False,False,,keep
T08_FROG,T08,fear,frog,T3,"The frog froze, overwhelmed by fear.",False,145.15689086914062,0.4326412126478304,False,204.72642148335774,95.95028988517498,-0.6208374220182636,False,False,False,,keep
T08_ZEBRAFISH,T08,fear,zebrafish,T3,"The zebrafish froze, overwhelmed by fear.",False,513.5911254882812,4.560751513870337,True,204.72642148335774,95.95028988517498,3.21900751289596,True,True,True,global_z=4.56; template_z=3.22; absolute>500,rewrite_or_cut
T08_CROW,T08,fear,crow,T3,"The crow froze, overwhelmed by fear.",False,348.2132873535156,2.7077805001865634,True,204.72642148335774,95.95028988517498,1.4954292065388293,False,False,True,global_z=2.71,review
T08_SNAKE,T08,fear,snake,T3,"The snake froze, overwhelmed by fear.",False,204.80517578125,1.100968627038278,False,204.72642148335774,95.95028988517498,0.0008207822820181838,False,False,False,,keep
T08_TUNA,T08,fear,tuna,T3,"The tuna froze, overwhelmed by fear.",False,198.51251220703125,1.0304626672712305,False,204.72642148335774,95.95028988517498,-0.06476175615271991,False,False,False,,keep
T08_GECKO,T08,fear,gecko,T3,"The gecko froze, overwhelmed by fear.",False,135.57040405273438,0.325229709424605,False,204.72642148335774,95.95028988517498,-0.7207483949593411,False,False,False,,keep
T08_TROUT,T08,fear,trout,T3,"The trout froze, overwhelmed by fear.",False,252.28720092773438,1.6329795497820059,False,204.72642148335774,95.95028988517498,0.49568145652601225,False,False,False,,keep
T08_PIGEON,T08,fear,pigeon,T3,"The pigeon froze, overwhelmed by fear.",False,158.3396759033203,0.5803473310943269,False,204.72642148335774,95.95028988517498,-0.4834456012123473,False,False,False,,keep
T08_OCTOPUS,T08,fear,octopus,T4,"The octopus froze, overwhelmed by fear.",False,111.1097412109375,0.0511609482620221,False,204.72642148335774,95.95028988517498,-0.9756789727728035,False,False,False,,keep
T08_CRAB,T08,fear,crab,T4,"The crab froze, overwhelmed by fear.",False,205.44290161132812,1.108114006921943,False,204.72642148335774,95.95028988517498,0.007467201285455278,False,False,False,,keep
T08_BEE,T08,fear,bee,T4,"The bee froze, overwhelmed by fear.",False,252.73269653320312,1.6379710918953114,False,204.72642148335774,95.95028988517498,0.5003244399500527,False,False,False,,keep
T08_SHRIMP,T08,fear,shrimp,T4,"The shrimp froze, overwhelmed by fear.",False,226.5103302001953,1.3441633769482486,False,204.72642148335774,95.95028988517498,0.22703327674055673,False,False,False,,keep
