sentence_id,entity,tier,template_id,template_type,n_tokens,n_entity_tokens,resid_post_norm,mlp_out_norm,attn_to_mean
T16_dog,dog,T2,T16,moral_consideration,13,1,108.25,100.9375,0.028564453125
T17_dog,dog,T2,T17,neutral_control,7,1,115.1875,88.625,0.05426025390625
T18_dog,dog,T2,T18,neutral_control,8,1,115.1875,88.625,0.048919677734375
T19_dog,dog,T2,T19,neutral_control,12,1,108.75,101.75,0.039093017578125
T20_dog,dog,T2,T20,neutral_control,8,1,115.1875,88.625,0.04718017578125
T21_dog,dog,T2,T21,cross_framing,14,1,115.1875,88.625,0.0380859375
T22_dog,dog,T2,T22,cross_framing,15,1,95.4375,81.6875,0.02764892578125
T23_dog,dog,T2,T23,cross_framing,17,1,98.25,98.8125,0.0218353271484375
T24_dog,dog,T2,T24,cross_framing,21,1,108.375,104.5,0.01898193359375
T25_dog,dog,T2,T25,cross_framing,19,1,115.1875,88.625,0.037445068359375
T01_dolphin,dolphin,T2,T01,pain_suffering,7,2,81.375,77.875,0.040496826171875
T02_dolphin,dolphin,T2,T02,pain_suffering,10,2,87.125,85.0,0.01995849609375
T03_dolphin,dolphin,T2,T03,pain_suffering,11,2,81.375,77.875,0.0338134765625
T04_dolphin,dolphin,T2,T04,pain_suffering,13,2,85.625,81.6875,0.0194549560546875
T05_dolphin,dolphin,T2,T05,fear,10,2,81.375,77.875,0.034942626953125
T06_dolphin,dolphin,T2,T06,fear,11,2,81.375,77.875,0.030975341796875
T07_dolphin,dolphin,T2,T07,fear,14,2,80.625,80.125,0.01502227783203125
T08_dolphin,dolphin,T2,T08,fear,9,2,81.375,77.875,0.033843994140625
T09_dolphin,dolphin,T2,T09,scientific_welfare,10,2,74.9375,88.5,0.0215606689453125
T10_dolphin,dolphin,T2,T10,scientific_welfare,13,2,74.75,92.0625,0.0228118896484375
T11_dolphin,dolphin,T2,T11,scientific_welfare,13,2,64.0,85.9375,0.017486572265625
T12_dolphin,dolphin,T2,T12,scientific_welfare,12,2,79.75,89.125,0.0276947021484375
T13_dolphin,dolphin,T2,T13,moral_consideration,11,2,81.375,77.875,0.03173828125
T14_dolphin,dolphin,T2,T14,moral_consideration,14,2,68.9375,85.125,0.0172119140625
T15_dolphin,dolphin,T2,T15,moral_consideration,13,2,69.0625,87.3125,0.010498046875
T16_dolphin,dolphin,T2,T16,moral_consideration,14,2,82.0,85.3125,0.0199432373046875
T17_dolphin,dolphin,T2,T17,neutral_control,8,2,81.375,77.875,0.0384521484375
T18_dolphin,dolphin,T2,T18,neutral_control,9,2,81.375,77.875,0.036041259765625
T19_dolphin,dolphin,T2,T19,neutral_control,13,2,82.8125,85.75,0.027801513671875
T20_dolphin,dolphin,T2,T20,neutral_control,9,2,81.375,77.875,0.034423828125
T21_dolphin,dolphin,T2,T21,cross_framing,15,2,81.375,77.875,0.0269317626953125
T22_dolphin,dolphin,T2,T22,cross_framing,16,2,80.8125,80.125,0.023101806640625
T23_dolphin,dolphin,T2,T23,cross_framing,18,2,73.1875,85.0625,0.01617431640625
T24_dolphin,dolphin,T2,T24,cross_framing,22,2,84.0,86.125,0.01361846923828125
T25_dolphin,dolphin,T2,T25,cross_framing,20,2,81.375,77.875,0.02642822265625
T01_elephant,elephant,T2,T01,pain_suffering,6,1,104.5625,86.625,0.0625
T02_elephant,elephant,T2,T02,pain_suffering,9,1,115.875,107.375,0.02947998046875
T03_elephant,elephant,T2,T03,pain_suffering,10,1,104.5625,86.625,0.049041748046875
T04_elephant,elephant,T2,T04,pain_suffering,12,1,115.0,109.125,0.03094482421875
T05_elephant,elephant,T2,T05,fear,9,1,104.5625,86.625,0.0523681640625
T06_elephant,elephant,T2,T06,fear,10,1,104.5625,86.625,0.04388427734375
T07_elephant,elephant,T2,T07,fear,13,1,98.0,101.25,0.0238800048828125
T08_elephant,elephant,T2,T08,fear,8,1,104.5625,86.625,0.048828125
T09_elephant,elephant,T2,T09,scientific_welfare,9,1,89.75,97.5,0.0288238525390625
T10_elephant,elephant,T2,T10,scientific_welfare,12,1,92.75,102.0,0.03277587890625
T11_elephant,elephant,T2,T11,scientific_welfare,12,1,76.5625,88.75,0.0246734619140625
T12_elephant,elephant,T2,T12,scientific_welfare,11,1,96.3125,100.625,0.040557861328125
T13_elephant,elephant,T2,T13,moral_consideration,10,1,104.5625,86.625,0.0458984375
T14_elephant,elephant,T2,T14,moral_consideration,13,1,92.4375,98.0,0.0235748291015625
T15_elephant,elephant,T2,T15,moral_consideration,12,1,97.1875,111.0625,0.0123443603515625
T16_elephant,elephant,T2,T16,moral_consideration,13,1,113.3125,106.9375,0.0301971435546875
T17_elephant,elephant,T2,T17,neutral_control,7,1,104.5625,86.625,0.0574951171875
T18_elephant,elephant,T2,T18,neutral_control,8,1,104.5625,86.625,0.052978515625
T19_elephant,elephant,T2,T19,neutral_control,12,1,112.5625,110.8125,0.04193115234375
T20_elephant,elephant,T2,T20,neutral_control,8,1,104.5625,86.625,0.046539306640625
T21_elephant,elephant,T2,T21,cross_framing,14,1,104.5625,86.625,0.03912353515625
T22_elephant,elephant,T2,T22,cross_framing,15,1,93.25,85.0625,0.0310211181640625
T23_elephant,elephant,T2,T23,cross_framing,17,1,100.1875,101.5,0.024078369140625
T24_elephant,elephant,T2,T24,cross_framing,21,1,108.5625,104.625,0.01953125
T25_elephant,elephant,T2,T25,cross_framing,19,1,104.5625,86.625,0.040130615234375
T01_horse,horse,T2,T01,pain_suffering,6,1,117.625,87.0625,0.06268310546875
T02_horse,horse,T2,T02,pain_suffering,9,1,114.6875,103.1875,0.0286712646484375
T03_horse,horse,T2,T03,pain_suffering,10,1,117.625,87.0625,0.04925537109375
T04_horse,horse,T2,T04,pain_suffering,12,1,127.3125,102.25,0.0305328369140625
T05_horse,horse,T2,T05,fear,9,1,117.625,87.0625,0.05108642578125
T06_horse,horse,T2,T06,fear,10,1,117.625,87.0625,0.045257568359375
T07_horse,horse,T2,T07,fear,13,1,97.875,98.4375,0.0229949951171875
T08_horse,horse,T2,T08,fear,8,1,117.625,87.0625,0.0501708984375
T09_horse,horse,T2,T09,scientific_welfare,9,1,94.25,94.3125,0.02642822265625
T10_horse,horse,T2,T10,scientific_welfare,12,1,94.875,96.625,0.0281524658203125
T11_horse,horse,T2,T11,scientific_welfare,12,1,90.9375,91.875,0.02264404296875
T12_horse,horse,T2,T12,scientific_welfare,11,1,106.875,95.9375,0.036651611328125
T13_horse,horse,T2,T13,moral_consideration,10,1,117.625,87.0625,0.042755126953125
T14_horse,horse,T2,T14,moral_consideration,13,1,94.0625,82.9375,0.0215301513671875
T15_horse,horse,T2,T15,moral_consideration,12,1,90.125,99.875,0.01096343994140625
T16_horse,horse,T2,T16,moral_consideration,13,1,115.4375,101.6875,0.028411865234375
T17_horse,horse,T2,T17,neutral_control,7,1,117.625,87.0625,0.055999755859375
T18_horse,horse,T2,T18,neutral_control,8,1,117.625,87.0625,0.05133056640625
T19_horse,horse,T2,T19,neutral_control,12,1,106.5625,101.9375,0.0400390625
T20_horse,horse,T2,T20,neutral_control,8,1,117.625,87.0625,0.0477294921875
T21_horse,horse,T2,T21,cross_framing,14,1,117.625,87.0625,0.040069580078125
T22_horse,horse,T2,T22,cross_framing,15,1,100.9375,87.0625,0.0286102294921875
T23_horse,horse,T2,T23,cross_framing,17,1,104.3125,93.3125,0.0211029052734375
T24_horse,horse,T2,T24,cross_framing,21,1,113.125,105.625,0.0189666748046875
T25_horse,horse,T2,T25,cross_framing,19,1,117.625,87.0625,0.038482666015625
T01_pig,pig,T2,T01,pain_suffering,6,1,102.125,74.5,0.053314208984375
T02_pig,pig,T2,T02,pain_suffering,9,1,104.375,92.375,0.024932861328125
T03_pig,pig,T2,T03,pain_suffering,10,1,102.125,74.5,0.042877197265625
T04_pig,pig,T2,T04,pain_suffering,12,1,94.125,91.9375,0.0235595703125
T05_pig,pig,T2,T05,fear,9,1,102.125,74.5,0.04296875
T06_pig,pig,T2,T06,fear,10,1,102.125,74.5,0.0372314453125
T07_pig,pig,T2,T07,fear,13,1,94.3125,84.875,0.0176849365234375
T08_pig,pig,T2,T08,fear,8,1,102.125,74.5,0.042572021484375
T09_pig,pig,T2,T09,scientific_welfare,9,1,87.8125,87.9375,0.02215576171875
T10_pig,pig,T2,T10,scientific_welfare,12,1,91.1875,91.375,0.024627685546875
T11_pig,pig,T2,T11,scientific_welfare,12,1,87.4375,88.3125,0.02008056640625
T12_pig,pig,T2,T12,scientific_welfare,11,1,95.6875,85.9375,0.031494140625
T13_pig,pig,T2,T13,moral_consideration,10,1,102.125,74.5,0.040924072265625
T14_pig,pig,T2,T14,moral_consideration,13,1,88.5625,84.5625,0.0208740234375
T15_pig,pig,T2,T15,moral_consideration,12,1,87.3125,94.25,0.0100860595703125
T16_pig,pig,T2,T16,moral_consideration,13,1,104.6875,88.0625,0.025421142578125
T17_pig,pig,T2,T17,neutral_control,7,1,102.125,74.5,0.046234130859375
T18_pig,pig,T2,T18,neutral_control,8,1,102.125,74.5,0.044219970703125
T19_pig,pig,T2,T19,neutral_control,12,1,102.4375,93.125,0.032928466796875
T20_pig,pig,T2,T20,neutral_control,8,1,102.125,74.5,0.0399169921875
T21_pig,pig,T2,T21,cross_framing,14,1,102.125,74.5,0.03302001953125
T22_pig,pig,T2,T22,cross_framing,15,1,96.9375,74.0,0.0254974365234375
T23_pig,pig,T2,T23,cross_framing,17,1,94.9375,88.0625,0.0195465087890625
T24_pig,pig,T2,T24,cross_framing,21,1,102.125,90.6875,0.0158538818359375
T25_pig,pig,T2,T25,cross_framing,19,1,102.125,74.5,0.033721923828125
T01_rabbit,rabbit,T2,T01,pain_suffering,6,1,107.5,91.375,0.057373046875
T02_rabbit,rabbit,T2,T02,pain_suffering,9,1,113.625,110.0625,0.02886962890625
T03_rabbit,rabbit,T2,T03,pain_suffering,10,1,107.5,91.375,0.045440673828125
T04_rabbit,rabbit,T2,T04,pain_suffering,12,1,114.125,108.6875,0.025665283203125
T05_rabbit,rabbit,T2,T05,fear,9,1,107.5,91.375,0.047760009765625
T06_rabbit,rabbit,T2,T06,fear,10,1,107.5,91.375,0.04132080078125
T07_rabbit,rabbit,T2,T07,fear,13,1,96.1875,99.5,0.021881103515625
T08_rabbit,rabbit,T2,T08,fear,8,1,107.5,91.375,0.0458984375
T09_rabbit,rabbit,T2,T09,scientific_welfare,9,1,94.6875,103.75,0.0261077880859375
T10_rabbit,rabbit,T2,T10,scientific_welfare,12,1,94.8125,109.0,0.0299835205078125
T11_rabbit,rabbit,T2,T11,scientific_welfare,12,1,98.625,105.0625,0.0224151611328125
T12_rabbit,rabbit,T2,T12,scientific_welfare,11,1,103.375,108.5,0.0350341796875
T13_rabbit,rabbit,T2,T13,moral_consideration,10,1,107.5,91.375,0.044219970703125
T14_rabbit,rabbit,T2,T14,moral_consideration,13,1,85.875,96.4375,0.0230255126953125
T15_rabbit,rabbit,T2,T15,moral_consideration,12,1,91.0625,111.125,0.0120849609375
T16_rabbit,rabbit,T2,T16,moral_consideration,13,1,109.3125,108.75,0.029144287109375
T17_rabbit,rabbit,T2,T17,neutral_control,7,1,107.5,91.375,0.051422119140625
T18_rabbit,rabbit,T2,T18,neutral_control,8,1,107.5,91.375,0.048187255859375
T19_rabbit,rabbit,T2,T19,neutral_control,12,1,107.375,109.0625,0.040985107421875
T20_rabbit,rabbit,T2,T20,neutral_control,8,1,107.5,91.375,0.04412841796875
T21_rabbit,rabbit,T2,T21,cross_framing,14,1,107.5,91.375,0.03692626953125
T22_rabbit,rabbit,T2,T22,cross_framing,15,1,98.9375,92.8125,0.0309906005859375
T23_rabbit,rabbit,T2,T23,cross_framing,17,1,96.8125,103.0625,0.022369384765625
T24_rabbit,rabbit,T2,T24,cross_framing,21,1,105.0,109.0625,0.019256591796875
T25_rabbit,rabbit,T2,T25,cross_framing,19,1,107.5,91.375,0.03790283203125
T01_rat,rat,T2,T01,pain_suffering,6,1,91.75,81.4375,0.052978515625
T02_rat,rat,T2,T02,pain_suffering,9,1,99.625,93.625,0.0255279541015625
T03_rat,rat,T2,T03,pain_suffering,10,1,91.75,81.4375,0.043304443359375
T04_rat,rat,T2,T04,pain_suffering,12,1,108.6875,104.375,0.0253448486328125
T05_rat,rat,T2,T05,fear,9,1,91.75,81.4375,0.043243408203125
T06_rat,rat,T2,T06,fear,10,1,91.75,81.4375,0.0377197265625
T07_rat,rat,T2,T07,fear,13,1,92.3125,85.875,0.0179443359375
T08_rat,rat,T2,T08,fear,8,1,91.75,81.4375,0.042724609375
T09_rat,rat,T2,T09,scientific_welfare,9,1,92.25,96.75,0.024566650390625
T10_rat,rat,T2,T10,scientific_welfare,12,1,90.125,95.125,0.027191162109375
T11_rat,rat,T2,T11,scientific_welfare,12,1,98.4375,98.375,0.020050048828125
T12_rat,rat,T2,T12,scientific_welfare,11,1,96.5625,95.6875,0.033294677734375
T13_rat,rat,T2,T13,moral_consideration,10,1,91.75,81.4375,0.040374755859375
T14_rat,rat,T2,T14,moral_consideration,13,1,83.625,76.625,0.017608642578125
T15_rat,rat,T2,T15,moral_consideration,12,1,77.125,80.6875,0.00926971435546875
T16_rat,rat,T2,T16,moral_consideration,13,1,93.75,84.5,0.0255126953125
T17_rat,rat,T2,T17,neutral_control,7,1,91.75,81.4375,0.048919677734375
T18_rat,rat,T2,T18,neutral_control,8,1,91.75,81.4375,0.044952392578125
T19_rat,rat,T2,T19,neutral_control,12,1,104.9375,98.8125,0.036529541015625
T20_rat,rat,T2,T20,neutral_control,8,1,91.75,81.4375,0.0416259765625
T21_rat,rat,T2,T21,cross_framing,14,1,91.75,81.4375,0.033416748046875
T22_rat,rat,T2,T22,cross_framing,15,1,90.75,72.875,0.0245208740234375
T23_rat,rat,T2,T23,cross_framing,17,1,85.1875,69.0,0.017791748046875
T24_rat,rat,T2,T24,cross_framing,21,1,94.5,85.75,0.0159454345703125
T25_rat,rat,T2,T25,cross_framing,19,1,91.75,81.4375,0.033447265625
T01_whale,whale,T2,T01,pain_suffering,6,1,106.9375,92.0625,0.062103271484375
T02_whale,whale,T2,T02,pain_suffering,9,1,110.375,107.125,0.03228759765625
T03_whale,whale,T2,T03,pain_suffering,10,1,106.9375,92.0625,0.05157470703125
T04_whale,whale,T2,T04,pain_suffering,12,1,112.1875,106.75,0.0322265625
T05_whale,whale,T2,T05,fear,9,1,106.9375,92.0625,0.053741455078125
T06_whale,whale,T2,T06,fear,10,1,106.9375,92.0625,0.046417236328125
T07_whale,whale,T2,T07,fear,13,1,94.5625,96.6875,0.0250244140625
T08_whale,whale,T2,T08,fear,8,1,106.9375,92.0625,0.05035400390625
T09_whale,whale,T2,T09,scientific_welfare,9,1,100.125,111.375,0.03167724609375
T10_whale,whale,T2,T10,scientific_welfare,12,1,100.625,113.9375,0.0364990234375
T11_whale,whale,T2,T11,scientific_welfare,12,1,79.8125,97.75,0.0257110595703125
T12_whale,whale,T2,T12,scientific_welfare,11,1,99.75,107.875,0.044281005859375
T13_whale,whale,T2,T13,moral_consideration,10,1,106.9375,92.0625,0.04522705078125
T14_whale,whale,T2,T14,moral_consideration,13,1,90.625,107.0625,0.0261383056640625
T15_whale,whale,T2,T15,moral_consideration,12,1,89.1875,110.8125,0.01253509521484375
T16_whale,whale,T2,T16,moral_consideration,13,1,106.6875,104.75,0.03125
T17_whale,whale,T2,T17,neutral_control,7,1,106.9375,92.0625,0.0560302734375
T18_whale,whale,T2,T18,neutral_control,8,1,106.9375,92.0625,0.055694580078125
T19_whale,whale,T2,T19,neutral_control,12,1,108.25,108.8125,0.04315185546875
T20_whale,whale,T2,T20,neutral_control,8,1,106.9375,92.0625,0.048828125
T21_whale,whale,T2,T21,cross_framing,14,1,106.9375,92.0625,0.04119873046875
T22_whale,whale,T2,T22,cross_framing,15,1,98.4375,101.375,0.03564453125
T23_whale,whale,T2,T23,cross_framing,17,1,91.0625,100.3125,0.02398681640625
T24_whale,whale,T2,T24,cross_framing,21,1,109.0625,110.6875,0.0213165283203125
T25_whale,whale,T2,T25,cross_framing,19,1,106.9375,92.0625,0.040496826171875
T01_chicken,chicken,T3,T01,pain_suffering,6,1,106.5,86.375,0.057861328125
T02_chicken,chicken,T3,T02,pain_suffering,9,1,104.5,103.3125,0.0289306640625
T03_chicken,chicken,T3,T03,pain_suffering,10,1,106.5,86.375,0.043792724609375
T04_chicken,chicken,T3,T04,pain_suffering,12,1,102.75,105.6875,0.0265350341796875
T05_chicken,chicken,T3,T05,fear,9,1,106.5,86.375,0.04620361328125
T06_chicken,chicken,T3,T06,fear,10,1,106.5,86.375,0.040130615234375
T07_chicken,chicken,T3,T07,fear,13,1,93.625,97.375,0.020416259765625
T08_chicken,chicken,T3,T08,fear,8,1,106.5,86.375,0.046295166015625
T09_chicken,chicken,T3,T09,scientific_welfare,9,1,93.0625,103.375,0.02587890625
T10_chicken,chicken,T3,T10,scientific_welfare,12,1,90.375,97.8125,0.02813720703125
T11_chicken,chicken,T3,T11,scientific_welfare,12,1,93.0,95.9375,0.0223541259765625
T12_chicken,chicken,T3,T12,scientific_welfare,11,1,95.875,97.125,0.03497314453125
T13_chicken,chicken,T3,T13,moral_consideration,10,1,106.5,86.375,0.04058837890625
T14_chicken,chicken,T3,T14,moral_consideration,13,1,87.875,93.25,0.0211944580078125
T15_chicken,chicken,T3,T15,moral_consideration,12,1,83.1875,104.25,0.0113983154296875
T16_chicken,chicken,T3,T16,moral_consideration,13,1,110.1875,102.9375,0.0295562744140625
T17_chicken,chicken,T3,T17,neutral_control,7,1,106.5,86.375,0.051788330078125
T18_chicken,chicken,T3,T18,neutral_control,8,1,106.5,86.375,0.047698974609375
T19_chicken,chicken,T3,T19,neutral_control,12,1,97.5,102.3125,0.041290283203125
T20_chicken,chicken,T3,T20,neutral_control,8,1,106.5,86.375,0.044647216796875
T21_chicken,chicken,T3,T21,cross_framing,14,1,106.5,86.375,0.035369873046875
T22_chicken,chicken,T3,T22,cross_framing,15,1,93.5,88.5625,0.028778076171875
T23_chicken,chicken,T3,T23,cross_framing,17,1,95.5625,101.6875,0.020355224609375
T24_chicken,chicken,T3,T24,cross_framing,21,1,101.9375,103.4375,0.01885986328125
T25_chicken,chicken,T3,T25,cross_framing,19,1,106.5,86.375,0.036590576171875
T01_crow,crow,T3,T01,pain_suffering,6,1,94.1875,69.25,0.051513671875
T02_crow,crow,T3,T02,pain_suffering,9,1,90.5625,85.5625,0.021759033203125
T03_crow,crow,T3,T03,pain_suffering,10,1,94.1875,69.25,0.03582763671875
T04_crow,crow,T3,T04,pain_suffering,12,1,89.375,72.875,0.017364501953125
T05_crow,crow,T3,T05,fear,9,1,94.1875,69.25,0.0401611328125
T06_crow,crow,T3,T06,fear,10,1,94.1875,69.25,0.0355224609375
T07_crow,crow,T3,T07,fear,13,1,88.5625,76.375,0.0157012939453125
T08_crow,crow,T3,T08,fear,8,1,94.1875,69.25,0.0413818359375
T09_crow,crow,T3,T09,scientific_welfare,9,1,84.8125,77.625,0.0195770263671875
T10_crow,crow,T3,T10,scientific_welfare,12,1,86.1875,79.625,0.021148681640625
T11_crow,crow,T3,T11,scientific_welfare,12,1,72.375,64.1875,0.016143798828125
T12_crow,crow,T3,T12,scientific_welfare,11,1,87.5,69.9375,0.02825927734375
T13_crow,crow,T3,T13,moral_consideration,10,1,94.1875,69.25,0.04058837890625
T14_crow,crow,T3,T14,moral_consideration,13,1,79.125,60.9375,0.01885986328125
T15_crow,crow,T3,T15,moral_consideration,12,1,73.75,75.125,0.00875091552734375
T16_crow,crow,T3,T16,moral_consideration,13,1,89.875,74.875,0.0211181640625
T17_crow,crow,T3,T17,neutral_control,7,1,94.1875,69.25,0.047271728515625
T18_crow,crow,T3,T18,neutral_control,8,1,94.1875,69.25,0.0430908203125
T19_crow,crow,T3,T19,neutral_control,12,1,91.1875,80.625,0.030914306640625
T20_crow,crow,T3,T20,neutral_control,8,1,94.1875,69.25,0.03656005859375
T21_crow,crow,T3,T21,cross_framing,14,1,94.1875,69.25,0.0321044921875
T22_crow,crow,T3,T22,cross_framing,15,1,89.6875,58.375,0.023681640625
T23_crow,crow,T3,T23,cross_framing,17,1,82.4375,65.5,0.01812744140625
T24_crow,crow,T3,T24,cross_framing,21,1,93.3125,84.6875,0.0134735107421875
T25_crow,crow,T3,T25,cross_framing,19,1,94.1875,69.25,0.03289794921875
T01_frog,frog,T3,T01,pain_suffering,6,1,101.9375,89.3125,0.059112548828125
T02_frog,frog,T3,T02,pain_suffering,9,1,110.3125,103.8125,0.0284576416015625
T03_frog,frog,T3,T03,pain_suffering,10,1,101.9375,89.3125,0.04388427734375
T04_frog,frog,T3,T04,pain_suffering,12,1,93.75,95.25,0.0234375
T05_frog,frog,T3,T05,fear,9,1,101.9375,89.3125,0.04827880859375
T06_frog,frog,T3,T06,fear,10,1,101.9375,89.3125,0.0413818359375
T07_frog,frog,T3,T07,fear,13,1,98.0,97.875,0.02093505859375
T08_frog,frog,T3,T08,fear,8,1,101.9375,89.3125,0.046539306640625
T09_frog,frog,T3,T09,scientific_welfare,9,1,93.625,104.0,0.0282440185546875
T10_frog,frog,T3,T10,scientific_welfare,12,1,97.875,107.375,0.028900146484375
T11_frog,frog,T3,T11,scientific_welfare,12,1,76.4375,88.3125,0.0206451416015625
T12_frog,frog,T3,T12,scientific_welfare,11,1,93.875,97.75,0.034942626953125
T13_frog,frog,T3,T13,moral_consideration,10,1,101.9375,89.3125,0.041168212890625
T14_frog,frog,T3,T14,moral_consideration,13,1,89.8125,96.1875,0.021087646484375
T15_frog,frog,T3,T15,moral_consideration,12,1,92.0625,105.6875,0.0111846923828125
T16_frog,frog,T3,T16,moral_consideration,13,1,105.0625,99.1875,0.0279998779296875
T17_frog,frog,T3,T17,neutral_control,7,1,101.9375,89.3125,0.05194091796875
T18_frog,frog,T3,T18,neutral_control,8,1,101.9375,89.3125,0.047882080078125
T19_frog,frog,T3,T19,neutral_control,12,1,110.1875,102.0,0.03839111328125
T20_frog,frog,T3,T20,neutral_control,8,1,101.9375,89.3125,0.044403076171875
T21_frog,frog,T3,T21,cross_framing,14,1,101.9375,89.3125,0.0364990234375
T22_frog,frog,T3,T22,cross_framing,15,1,101.0,94.9375,0.02996826171875
T23_frog,frog,T3,T23,cross_framing,17,1,94.5,94.125,0.020416259765625
T24_frog,frog,T3,T24,cross_framing,21,1,109.5625,106.5,0.0191802978515625
T25_frog,frog,T3,T25,cross_framing,19,1,101.9375,89.3125,0.03814697265625
T01_gecko,gecko,T3,T01,pain_suffering,7,2,82.3125,65.5,0.038299560546875
T02_gecko,gecko,T3,T02,pain_suffering,10,2,89.0625,85.25,0.019622802734375
T03_gecko,gecko,T3,T03,pain_suffering,11,2,82.3125,65.5,0.03302001953125
T04_gecko,gecko,T3,T04,pain_suffering,13,2,82.9375,79.375,0.020538330078125
T05_gecko,gecko,T3,T05,fear,10,2,82.3125,65.5,0.032562255859375
T06_gecko,gecko,T3,T06,fear,11,2,82.3125,65.5,0.0286102294921875
T07_gecko,gecko,T3,T07,fear,14,2,77.75,81.875,0.01442718505859375
T08_gecko,gecko,T3,T08,fear,9,2,82.3125,65.5,0.03326416015625
T09_gecko,gecko,T3,T09,scientific_welfare,10,2,78.25,82.6875,0.0218658447265625
T10_gecko,gecko,T3,T10,scientific_welfare,13,2,76.9375,82.4375,0.0218353271484375
T11_gecko,gecko,T3,T11,scientific_welfare,13,2,68.625,71.25,0.0171966552734375
T12_gecko,gecko,T3,T12,scientific_welfare,12,2,83.1875,76.4375,0.0259246826171875
T13_gecko,gecko,T3,T13,moral_consideration,11,2,82.3125,65.5,0.0309295654296875
T14_gecko,gecko,T3,T14,moral_consideration,14,2,77.5625,79.25,0.016021728515625
T15_gecko,gecko,T3,T15,moral_consideration,13,2,72.375,87.3125,0.01061248779296875
T16_gecko,gecko,T3,T16,moral_consideration,14,2,86.0,80.8125,0.019744873046875
T17_gecko,gecko,T3,T17,neutral_control,8,2,82.3125,65.5,0.038421630859375
T18_gecko,gecko,T3,T18,neutral_control,9,2,82.3125,65.5,0.034698486328125
T19_gecko,gecko,T3,T19,neutral_control,13,2,90.6875,85.5625,0.02508544921875
T20_gecko,gecko,T3,T20,neutral_control,9,2,82.3125,65.5,0.03253173828125
T21_gecko,gecko,T3,T21,cross_framing,15,2,82.3125,65.5,0.0250244140625
T22_gecko,gecko,T3,T22,cross_framing,16,2,83.8125,76.9375,0.0209808349609375
T23_gecko,gecko,T3,T23,cross_framing,18,2,80.0625,79.125,0.0154571533203125
T24_gecko,gecko,T3,T24,cross_framing,22,2,86.25,85.8125,0.012451171875
T25_gecko,gecko,T3,T25,cross_framing,20,2,82.3125,65.5,0.0252838134765625
T01_pigeon,pigeon,T3,T01,pain_suffering,7,2,97.75,81.875,0.039337158203125
T02_pigeon,pigeon,T3,T02,pain_suffering,10,2,109.8125,102.625,0.020843505859375
T03_pigeon,pigeon,T3,T03,pain_suffering,11,2,97.75,81.875,0.03143310546875
T04_pigeon,pigeon,T3,T04,pain_suffering,13,2,101.5,99.75,0.019439697265625
T05_pigeon,pigeon,T3,T05,fear,10,2,97.75,81.875,0.032501220703125
T06_pigeon,pigeon,T3,T06,fear,11,2,97.75,81.875,0.029083251953125
T07_pigeon,pigeon,T3,T07,fear,14,2,90.6875,94.5,0.01439666748046875
T08_pigeon,pigeon,T3,T08,fear,9,2,97.75,81.875,0.032470703125
T09_pigeon,pigeon,T3,T09,scientific_welfare,10,2,92.375,98.6875,0.0207672119140625
T10_pigeon,pigeon,T3,T10,scientific_welfare,13,2,90.9375,100.6875,0.0213775634765625
T11_pigeon,pigeon,T3,T11,scientific_welfare,13,2,77.1875,91.375,0.017181396484375
T12_pigeon,pigeon,T3,T12,scientific_welfare,12,2,96.3125,96.4375,0.0249176025390625
T13_pigeon,pigeon,T3,T13,moral_consideration,11,2,97.75,81.875,0.0308685302734375
T14_pigeon,pigeon,T3,T14,moral_consideration,14,2,82.0,93.5,0.01666259765625
T15_pigeon,pigeon,T3,T15,moral_consideration,13,2,84.3125,102.1875,0.01065826416015625
T16_pigeon,pigeon,T3,T16,moral_consideration,14,2,101.1875,96.375,0.01983642578125
T17_pigeon,pigeon,T3,T17,neutral_control,8,2,97.75,81.875,0.03692626953125
T18_pigeon,pigeon,T3,T18,neutral_control,9,2,97.75,81.875,0.034820556640625
T19_pigeon,pigeon,T3,T19,neutral_control,13,2,106.1875,102.1875,0.0274658203125
T20_pigeon,pigeon,T3,T20,neutral_control,9,2,97.75,81.875,0.032196044921875
T21_pigeon,pigeon,T3,T21,cross_framing,15,2,97.75,81.875,0.025665283203125
T22_pigeon,pigeon,T3,T22,cross_framing,16,2,88.5625,80.875,0.0200653076171875
T23_pigeon,pigeon,T3,T23,cross_framing,18,2,88.9375,95.375,0.01568603515625
T24_pigeon,pigeon,T3,T24,cross_framing,22,2,102.6875,101.1875,0.01316070556640625
T25_pigeon,pigeon,T3,T25,cross_framing,20,2,97.75,81.875,0.0248565673828125
T01_salmon,salmon,T3,T01,pain_suffering,6,1,99.75,87.6875,0.05548095703125
T02_salmon,salmon,T3,T02,pain_suffering,9,1,107.5,104.0625,0.029296875
T03_salmon,salmon,T3,T03,pain_suffering,10,1,99.75,87.6875,0.0452880859375
T04_salmon,salmon,T3,T04,pain_suffering,12,1,98.625,97.5625,0.0270843505859375
T05_salmon,salmon,T3,T05,fear,9,1,99.75,87.6875,0.047088623046875
T06_salmon,salmon,T3,T06,fear,10,1,99.75,87.6875,0.03997802734375
T07_salmon,salmon,T3,T07,fear,13,1,94.4375,93.75,0.0205535888671875
T08_salmon,salmon,T3,T08,fear,8,1,99.75,87.6875,0.046142578125
T09_salmon,salmon,T3,T09,scientific_welfare,9,1,101.1875,107.125,0.030548095703125
